16:25:15.510 [main] INFO  f.FindhomeApplication - Starting FindhomeApplication on lvzhengdeMacBook-Pro.local with PID 83504 (/Users/a645661167/git/findhome/target/classes started by a645661167 in /Users/a645661167/git/findhome)
18:29:35.531 [main] INFO  o.a.c.c.StandardEngine - Starting Servlet Engine: Apache Tomcat/8.5.20
18:29:35.619 [localhost-startStop-1] INFO  o.a.c.c.C.[.[.[/] - Initializing Spring embedded WebApplicationContext
18:29:35.619 [localhost-startStop-1] INFO  o.s.w.c.ContextLoader - Root WebApplicationContext: initialization completed in 2104 ms
18:29:35.854 [localhost-startStop-1] INFO  o.s.b.w.s.FilterRegistrationBean - Mapping filter: 'characterEncodingFilter' to: [/*]
18:29:35.854 [localhost-startStop-1] INFO  o.s.b.w.s.FilterRegistrationBean - Mapping filter: 'hiddenHttpMethodFilter' to: [/*]
18:29:35.855 [localhost-startStop-1] INFO  o.s.b.w.s.FilterRegistrationBean - Mapping filter: 'httpPutFormContentFilter' to: [/*]
18:29:35.855 [localhost-startStop-1] INFO  o.s.b.w.s.FilterRegistrationBean - Mapping filter: 'requestContextFilter' to: [/*]
18:29:35.856 [localhost-startStop-1] INFO  o.s.b.w.s.DelegatingFilterProxyRegistrationBean - Mapping filter: 'springSecurityFilterChain' to: [/*]
18:29:35.856 [localhost-startStop-1] INFO  o.s.b.w.s.ServletRegistrationBean - Mapping servlet: 'dispatcherServlet' to [/]
18:29:36.495 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Building JPA container EntityManagerFactory for persistence unit 'default'
18:29:36.511 [main] INFO  o.h.j.i.u.LogHelper - HHH000204: Processing PersistenceUnitInfo [
	name: default
	...]
18:29:36.685 [main] INFO  o.h.Version - HHH000412: Hibernate Core {5.0.12.Final}
18:29:36.686 [main] INFO  o.h.c.Environment - HHH000206: hibernate.properties not found
18:29:36.687 [main] INFO  o.h.c.Environment - HHH000021: Bytecode provider name : javassist
18:29:36.728 [main] INFO  o.h.a.c.Version - HCANN000001: Hibernate Commons Annotations {5.0.1.Final}
18:29:36.887 [main] INFO  o.h.d.Dialect - HHH000400: Using dialect: org.hibernate.dialect.MySQL5Dialect
18:29:37.328 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
18:29:37.669 [main] INFO  o.h.h.i.QueryTranslatorFactoryInitiator - HHH000397: Using ASTQueryTranslatorFactory
18:29:38.273 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
18:29:38.279 [main] INFO  o.a.c.c.StandardService - Stopping service [Tomcat]
18:29:38.288 [main] INFO  o.s.b.a.l.AutoConfigurationReportLoggingInitializer - 

Error starting ApplicationContext. To display the auto-configuration report re-run your application with 'debug' enabled.
18:32:32.649 [main] INFO  f.FindhomeApplication - Starting FindhomeApplication on lvzhengdeMacBook-Pro.local with PID 7596 (/Users/a645661167/git/findhome/target/classes started by a645661167 in /Users/a645661167/git/findhome)
18:32:32.655 [main] INFO  f.FindhomeApplication - No active profile set, falling back to default profiles: default
18:32:32.781 [background-preinit] INFO  o.h.v.i.u.Version - HV000001: Hibernate Validator 5.3.5.Final
18:32:33.040 [main] INFO  o.s.b.c.e.AnnotationConfigEmbeddedWebApplicationContext - Refreshing org.springframework.boot.context.embedded.AnnotationConfigEmbeddedWebApplicationContext@5136d012: startup date [Thu Jun 13 18:32:33 CST 2019]; root of context hierarchy
18:32:33.926 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
18:32:34.042 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
18:32:34.086 [main] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data Redis - Could not safely identify store assignment for repository candidate interface findhome.repository.SupportAddressRepository.
18:32:34.086 [main] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data Redis - Could not safely identify store assignment for repository candidate interface findhome.repository.RoleRepository.
18:32:34.086 [main] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data Redis - Could not safely identify store assignment for repository candidate interface findhome.repository.SubwayStationRepository.
18:32:34.087 [main] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data Redis - Could not safely identify store assignment for repository candidate interface findhome.repository.HouseDetailRepository.
18:32:34.087 [main] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data Redis - Could not safely identify store assignment for repository candidate interface findhome.repository.HouseRepository.
18:32:34.087 [main] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data Redis - Could not safely identify store assignment for repository candidate interface findhome.repository.HousePictureRepository.
18:32:34.088 [main] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data Redis - Could not safely identify store assignment for repository candidate interface findhome.repository.SubwayRepository.
18:32:34.088 [main] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data Redis - Could not safely identify store assignment for repository candidate interface findhome.repository.UserRepository.
18:32:34.088 [main] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data Redis - Could not safely identify store assignment for repository candidate interface findhome.repository.HouseSubscribeRespository.
18:32:34.088 [main] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data Redis - Could not safely identify store assignment for repository candidate interface findhome.repository.HouseTagRepository.
18:32:34.520 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.amqp.rabbit.annotation.RabbitBootstrapConfiguration' of type [org.springframework.amqp.rabbit.annotation.RabbitBootstrapConfiguration$$EnhancerBySpringCGLIB$$27e890ea] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
18:32:34.554 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.kafka.annotation.KafkaBootstrapConfiguration' of type [org.springframework.kafka.annotation.KafkaBootstrapConfiguration$$EnhancerBySpringCGLIB$$352ee43f] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
18:32:35.125 [main] INFO  o.s.b.c.e.t.TomcatEmbeddedServletContainer - Tomcat initialized with port(s): 7777 (http)
18:32:35.135 [main] INFO  o.a.c.c.StandardService - Starting service [Tomcat]
18:32:35.136 [main] INFO  o.a.c.c.StandardEngine - Starting Servlet Engine: Apache Tomcat/8.5.20
18:32:35.223 [localhost-startStop-1] INFO  o.a.c.c.C.[.[.[/] - Initializing Spring embedded WebApplicationContext
18:32:35.223 [localhost-startStop-1] INFO  o.s.w.c.ContextLoader - Root WebApplicationContext: initialization completed in 2183 ms
18:32:35.422 [localhost-startStop-1] INFO  o.s.b.w.s.FilterRegistrationBean - Mapping filter: 'characterEncodingFilter' to: [/*]
18:32:35.423 [localhost-startStop-1] INFO  o.s.b.w.s.FilterRegistrationBean - Mapping filter: 'hiddenHttpMethodFilter' to: [/*]
18:32:35.423 [localhost-startStop-1] INFO  o.s.b.w.s.FilterRegistrationBean - Mapping filter: 'httpPutFormContentFilter' to: [/*]
18:32:35.424 [localhost-startStop-1] INFO  o.s.b.w.s.FilterRegistrationBean - Mapping filter: 'requestContextFilter' to: [/*]
18:32:35.425 [localhost-startStop-1] INFO  o.s.b.w.s.DelegatingFilterProxyRegistrationBean - Mapping filter: 'springSecurityFilterChain' to: [/*]
18:32:35.425 [localhost-startStop-1] INFO  o.s.b.w.s.ServletRegistrationBean - Mapping servlet: 'dispatcherServlet' to [/]
18:32:36.114 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Building JPA container EntityManagerFactory for persistence unit 'default'
18:32:36.131 [main] INFO  o.h.j.i.u.LogHelper - HHH000204: Processing PersistenceUnitInfo [
	name: default
	...]
18:32:36.328 [main] INFO  o.h.Version - HHH000412: Hibernate Core {5.0.12.Final}
18:32:36.330 [main] INFO  o.h.c.Environment - HHH000206: hibernate.properties not found
18:32:36.331 [main] INFO  o.h.c.Environment - HHH000021: Bytecode provider name : javassist
18:32:36.376 [main] INFO  o.h.a.c.Version - HCANN000001: Hibernate Commons Annotations {5.0.1.Final}
18:32:36.500 [main] INFO  o.h.d.Dialect - HHH000400: Using dialect: org.hibernate.dialect.MySQL5Dialect
18:32:36.906 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
18:32:37.273 [main] INFO  o.h.h.i.QueryTranslatorFactoryInitiator - HHH000397: Using ASTQueryTranslatorFactory
18:32:38.063 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
18:32:38.070 [main] INFO  o.a.c.c.StandardService - Stopping service [Tomcat]
18:32:38.082 [main] INFO  o.s.b.a.l.AutoConfigurationReportLoggingInitializer - 

Error starting ApplicationContext. To display the auto-configuration report re-run your application with 'debug' enabled.
18:36:37.296 [main] INFO  f.FindhomeApplication - Starting FindhomeApplication on lvzhengdeMacBook-Pro.local with PID 8479 (/Users/a645661167/git/findhome/target/classes started by a645661167 in /Users/a645661167/git/findhome)
18:36:37.305 [main] INFO  f.FindhomeApplication - No active profile set, falling back to default profiles: default
18:36:37.553 [background-preinit] INFO  o.h.v.i.u.Version - HV000001: Hibernate Validator 5.3.5.Final
18:36:37.616 [main] INFO  o.s.b.c.e.AnnotationConfigEmbeddedWebApplicationContext - Refreshing org.springframework.boot.context.embedded.AnnotationConfigEmbeddedWebApplicationContext@29647f75: startup date [Thu Jun 13 18:36:37 CST 2019]; root of context hierarchy
18:36:39.340 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
18:36:39.469 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
18:36:39.512 [main] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data Redis - Could not safely identify store assignment for repository candidate interface findhome.repository.SupportAddressRepository.
18:36:39.513 [main] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data Redis - Could not safely identify store assignment for repository candidate interface findhome.repository.RoleRepository.
18:36:39.514 [main] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data Redis - Could not safely identify store assignment for repository candidate interface findhome.repository.SubwayStationRepository.
18:36:39.514 [main] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data Redis - Could not safely identify store assignment for repository candidate interface findhome.repository.HouseDetailRepository.
18:36:39.515 [main] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data Redis - Could not safely identify store assignment for repository candidate interface findhome.repository.HouseRepository.
18:36:39.515 [main] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data Redis - Could not safely identify store assignment for repository candidate interface findhome.repository.HousePictureRepository.
18:36:39.515 [main] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data Redis - Could not safely identify store assignment for repository candidate interface findhome.repository.SubwayRepository.
18:36:39.516 [main] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data Redis - Could not safely identify store assignment for repository candidate interface findhome.repository.UserRepository.
18:36:39.517 [main] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data Redis - Could not safely identify store assignment for repository candidate interface findhome.repository.HouseSubscribeRespository.
18:36:39.518 [main] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data Redis - Could not safely identify store assignment for repository candidate interface findhome.repository.HouseTagRepository.
18:36:39.996 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.amqp.rabbit.annotation.RabbitBootstrapConfiguration' of type [org.springframework.amqp.rabbit.annotation.RabbitBootstrapConfiguration$$EnhancerBySpringCGLIB$$8b3bbec8] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
18:36:40.029 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.kafka.annotation.KafkaBootstrapConfiguration' of type [org.springframework.kafka.annotation.KafkaBootstrapConfiguration$$EnhancerBySpringCGLIB$$9882121d] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
18:36:40.615 [main] INFO  o.s.b.c.e.t.TomcatEmbeddedServletContainer - Tomcat initialized with port(s): 7777 (http)
18:36:40.625 [main] INFO  o.a.c.c.StandardService - Starting service [Tomcat]
18:36:40.626 [main] INFO  o.a.c.c.StandardEngine - Starting Servlet Engine: Apache Tomcat/8.5.20
18:36:40.725 [localhost-startStop-1] INFO  o.a.c.c.C.[.[.[/] - Initializing Spring embedded WebApplicationContext
18:36:40.725 [localhost-startStop-1] INFO  o.s.w.c.ContextLoader - Root WebApplicationContext: initialization completed in 3109 ms
18:36:40.928 [localhost-startStop-1] INFO  o.s.b.w.s.FilterRegistrationBean - Mapping filter: 'characterEncodingFilter' to: [/*]
18:36:40.929 [localhost-startStop-1] INFO  o.s.b.w.s.FilterRegistrationBean - Mapping filter: 'hiddenHttpMethodFilter' to: [/*]
18:36:40.929 [localhost-startStop-1] INFO  o.s.b.w.s.FilterRegistrationBean - Mapping filter: 'httpPutFormContentFilter' to: [/*]
18:36:40.929 [localhost-startStop-1] INFO  o.s.b.w.s.FilterRegistrationBean - Mapping filter: 'requestContextFilter' to: [/*]
18:36:40.930 [localhost-startStop-1] INFO  o.s.b.w.s.DelegatingFilterProxyRegistrationBean - Mapping filter: 'springSecurityFilterChain' to: [/*]
18:36:40.932 [localhost-startStop-1] INFO  o.s.b.w.s.ServletRegistrationBean - Mapping servlet: 'dispatcherServlet' to [/]
18:36:41.729 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Building JPA container EntityManagerFactory for persistence unit 'default'
18:36:41.742 [main] INFO  o.h.j.i.u.LogHelper - HHH000204: Processing PersistenceUnitInfo [
	name: default
	...]
18:36:41.971 [main] INFO  o.h.Version - HHH000412: Hibernate Core {5.0.12.Final}
18:36:41.975 [main] INFO  o.h.c.Environment - HHH000206: hibernate.properties not found
18:36:41.978 [main] INFO  o.h.c.Environment - HHH000021: Bytecode provider name : javassist
18:36:42.026 [main] INFO  o.h.a.c.Version - HCANN000001: Hibernate Commons Annotations {5.0.1.Final}
18:36:42.172 [main] INFO  o.h.d.Dialect - HHH000400: Using dialect: org.hibernate.dialect.MySQL5Dialect
18:36:42.651 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
18:36:43.018 [main] INFO  o.h.h.i.QueryTranslatorFactoryInitiator - HHH000397: Using ASTQueryTranslatorFactory
18:36:45.494 [main] INFO  o.s.s.w.DefaultSecurityFilterChain - Creating filter chain: org.springframework.security.web.util.matcher.AnyRequestMatcher@1, [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@44a485bc, org.springframework.security.web.context.SecurityContextPersistenceFilter@6fe9c048, org.springframework.security.web.header.HeaderWriterFilter@c7cf8c4, org.springframework.security.web.authentication.logout.LogoutFilter@726d8fa0, org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter@71458178, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@1ddba7a0, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@54530644, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@1c66cd02, org.springframework.security.web.session.SessionManagementFilter@731fae, org.springframework.security.web.access.ExceptionTranslationFilter@3c9971af, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@73e25780]
18:36:45.661 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerAdapter - Looking for @ControllerAdvice: org.springframework.boot.context.embedded.AnnotationConfigEmbeddedWebApplicationContext@29647f75: startup date [Thu Jun 13 18:36:37 CST 2019]; root of context hierarchy
18:36:45.742 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/],methods=[GET]}" onto public java.lang.String findhome.controller.ThymeleafController.index(org.springframework.ui.ModelMap)
18:36:45.743 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/500],methods=[GET]}" onto public java.lang.String findhome.controller.ThymeleafController.error()
18:36:45.743 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/404],methods=[GET]}" onto public java.lang.String findhome.controller.ThymeleafController.not()
18:36:45.744 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/403],methods=[GET]}" onto public java.lang.String findhome.controller.ThymeleafController.permission()
18:36:45.745 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/logout/page],methods=[GET]}" onto public java.lang.String findhome.controller.ThymeleafController.logout()
18:36:45.748 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/admin/center],methods=[GET]}" onto public java.lang.String findhome.controller.admin.AdminTestController.center(org.springframework.ui.ModelMap)
18:36:45.749 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/admin/welcome],methods=[GET]}" onto public java.lang.String findhome.controller.admin.AdminTestController.welcome()
18:36:45.749 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/admin/login],methods=[GET]}" onto public java.lang.String findhome.controller.admin.AdminTestController.login()
18:36:45.750 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/house/list],methods=[GET]}" onto public java.lang.String findhome.controller.admin.AdminTestController.houseListPage()
18:36:45.750 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/admin/upload/photo],methods=[POST],consumes=[multipart/form-data]}" onto public findhome.base.ApiResponse findhome.controller.admin.AdminTestController.uploadPhoto(org.springframework.web.multipart.MultipartFile)
18:36:45.751 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/admin/add/house],methods=[GET]}" onto public java.lang.String findhome.controller.admin.AdminTestController.addHousePage()
18:36:45.751 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/admin/add/house],methods=[POST]}" onto public findhome.base.ApiResponse findhome.controller.admin.AdminTestController.addHouse(findhome.web.form.HouseForm,org.springframework.validation.BindingResult)
18:36:45.753 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/address/support/cities],methods=[GET]}" onto public findhome.base.ApiResponse findhome.controller.house.HouseController.getSupportCities()
18:36:45.753 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/address/support/regions],methods=[GET]}" onto public findhome.base.ApiResponse findhome.controller.house.HouseController.getSupportRegions(java.lang.String)
18:36:45.754 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/address/support/subway/line],methods=[GET]}" onto public findhome.base.ApiResponse findhome.controller.house.HouseController.getSupportSubwayLine(java.lang.String)
18:36:45.754 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/address/support/subway/station],methods=[GET]}" onto public findhome.base.ApiResponse findhome.controller.house.HouseController.getSupportSubwayStation(java.lang.Long)
18:36:45.756 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/user/login],methods=[GET]}" onto public java.lang.String findhome.controller.user.UserController.loginPage()
18:36:45.757 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/user/center],methods=[GET]}" onto public java.lang.String findhome.controller.user.UserController.centerPage()
18:36:45.759 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/error]}" onto public org.springframework.http.ResponseEntity<java.util.Map<java.lang.String, java.lang.Object>> org.springframework.boot.autoconfigure.web.BasicErrorController.error(javax.servlet.http.HttpServletRequest)
18:36:45.759 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/error],produces=[text/html]}" onto public org.springframework.web.servlet.ModelAndView org.springframework.boot.autoconfigure.web.BasicErrorController.errorHtml(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)
18:36:45.806 [main] INFO  o.s.w.s.h.SimpleUrlHandlerMapping - Mapped URL path [/webjars/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
18:36:45.807 [main] INFO  o.s.w.s.h.SimpleUrlHandlerMapping - Mapped URL path [/static/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
18:36:45.853 [main] INFO  o.s.w.s.h.SimpleUrlHandlerMapping - Mapped URL path [/**/favicon.ico] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
18:36:46.808 [main] INFO  o.s.j.e.a.AnnotationMBeanExporter - Registering beans for JMX exposure on startup
18:36:46.817 [main] INFO  o.s.j.e.a.AnnotationMBeanExporter - Bean with name 'rabbitConnectionFactory' has been autodetected for JMX exposure
18:36:46.820 [main] INFO  o.s.j.e.a.AnnotationMBeanExporter - Located managed bean 'rabbitConnectionFactory': registering with JMX server as MBean [org.springframework.amqp.rabbit.connection:name=rabbitConnectionFactory,type=CachingConnectionFactory]
18:36:46.857 [main] INFO  o.s.c.s.DefaultLifecycleProcessor - Starting beans in phase 0
18:36:46.874 [main] INFO  o.a.k.c.c.ConsumerConfig - ConsumerConfig values: 
	auto.commit.interval.ms = 5000
	auto.offset.reset = latest
	bootstrap.servers = [127.0.0.1:9092]
	check.crcs = true
	client.id = 
	connections.max.idle.ms = 540000
	enable.auto.commit = true
	exclude.internal.topics = true
	fetch.max.bytes = 52428800
	fetch.max.wait.ms = 500
	fetch.min.bytes = 1
	group.id = xunwu
	heartbeat.interval.ms = 3000
	interceptor.classes = null
	key.deserializer = class org.apache.kafka.common.serialization.StringDeserializer
	max.partition.fetch.bytes = 1048576
	max.poll.interval.ms = 300000
	max.poll.records = 500
	metadata.max.age.ms = 300000
	metric.reporters = []
	metrics.num.samples = 2
	metrics.sample.window.ms = 30000
	partition.assignment.strategy = [class org.apache.kafka.clients.consumer.RangeAssignor]
	receive.buffer.bytes = 65536
	reconnect.backoff.ms = 50
	request.timeout.ms = 305000
	retry.backoff.ms = 100
	sasl.kerberos.kinit.cmd = /usr/bin/kinit
	sasl.kerberos.min.time.before.relogin = 60000
	sasl.kerberos.service.name = null
	sasl.kerberos.ticket.renew.jitter = 0.05
	sasl.kerberos.ticket.renew.window.factor = 0.8
	sasl.mechanism = GSSAPI
	security.protocol = PLAINTEXT
	send.buffer.bytes = 131072
	session.timeout.ms = 10000
	ssl.cipher.suites = null
	ssl.enabled.protocols = [TLSv1.2, TLSv1.1, TLSv1]
	ssl.endpoint.identification.algorithm = null
	ssl.key.password = null
	ssl.keymanager.algorithm = SunX509
	ssl.keystore.location = null
	ssl.keystore.password = null
	ssl.keystore.type = JKS
	ssl.protocol = TLS
	ssl.provider = null
	ssl.secure.random.implementation = null
	ssl.trustmanager.algorithm = PKIX
	ssl.truststore.location = null
	ssl.truststore.password = null
	ssl.truststore.type = JKS
	value.deserializer = class org.apache.kafka.common.serialization.StringDeserializer

18:36:46.878 [main] INFO  o.a.k.c.c.ConsumerConfig - ConsumerConfig values: 
	auto.commit.interval.ms = 5000
	auto.offset.reset = latest
	bootstrap.servers = [127.0.0.1:9092]
	check.crcs = true
	client.id = consumer-1
	connections.max.idle.ms = 540000
	enable.auto.commit = true
	exclude.internal.topics = true
	fetch.max.bytes = 52428800
	fetch.max.wait.ms = 500
	fetch.min.bytes = 1
	group.id = xunwu
	heartbeat.interval.ms = 3000
	interceptor.classes = null
	key.deserializer = class org.apache.kafka.common.serialization.StringDeserializer
	max.partition.fetch.bytes = 1048576
	max.poll.interval.ms = 300000
	max.poll.records = 500
	metadata.max.age.ms = 300000
	metric.reporters = []
	metrics.num.samples = 2
	metrics.sample.window.ms = 30000
	partition.assignment.strategy = [class org.apache.kafka.clients.consumer.RangeAssignor]
	receive.buffer.bytes = 65536
	reconnect.backoff.ms = 50
	request.timeout.ms = 305000
	retry.backoff.ms = 100
	sasl.kerberos.kinit.cmd = /usr/bin/kinit
	sasl.kerberos.min.time.before.relogin = 60000
	sasl.kerberos.service.name = null
	sasl.kerberos.ticket.renew.jitter = 0.05
	sasl.kerberos.ticket.renew.window.factor = 0.8
	sasl.mechanism = GSSAPI
	security.protocol = PLAINTEXT
	send.buffer.bytes = 131072
	session.timeout.ms = 10000
	ssl.cipher.suites = null
	ssl.enabled.protocols = [TLSv1.2, TLSv1.1, TLSv1]
	ssl.endpoint.identification.algorithm = null
	ssl.key.password = null
	ssl.keymanager.algorithm = SunX509
	ssl.keystore.location = null
	ssl.keystore.password = null
	ssl.keystore.type = JKS
	ssl.protocol = TLS
	ssl.provider = null
	ssl.secure.random.implementation = null
	ssl.trustmanager.algorithm = PKIX
	ssl.truststore.location = null
	ssl.truststore.password = null
	ssl.truststore.type = JKS
	value.deserializer = class org.apache.kafka.common.serialization.StringDeserializer

18:36:46.904 [main] INFO  o.a.k.c.u.AppInfoParser - Kafka version : 0.10.1.1
18:36:46.904 [main] INFO  o.a.k.c.u.AppInfoParser - Kafka commitId : f10ef2720b03b247
18:36:46.908 [main] INFO  o.s.c.s.DefaultLifecycleProcessor - Starting beans in phase 2147483647
18:36:46.921 [main] INFO  o.a.c.h.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-7777"]
18:36:46.930 [main] INFO  o.a.c.h.Http11NioProtocol - Starting ProtocolHandler ["http-nio-7777"]
18:36:46.935 [main] INFO  o.a.t.u.n.NioSelectorPool - Using a shared selector for servlet write/read
18:36:46.954 [main] INFO  o.s.b.c.e.t.TomcatEmbeddedServletContainer - Tomcat started on port(s): 7777 (http)
18:36:46.960 [main] INFO  f.FindhomeApplication - Started FindhomeApplication in 10.983 seconds (JVM running for 12.039)
18:36:50.025 [Thread-25] INFO  o.s.b.c.e.AnnotationConfigEmbeddedWebApplicationContext - Closing org.springframework.boot.context.embedded.AnnotationConfigEmbeddedWebApplicationContext@29647f75: startup date [Thu Jun 13 18:36:37 CST 2019]; root of context hierarchy
18:36:50.028 [Thread-25] INFO  o.s.c.s.DefaultLifecycleProcessor - Stopping beans in phase 2147483647
18:36:50.029 [Thread-25] INFO  o.s.c.s.DefaultLifecycleProcessor - Stopping beans in phase 0
18:36:50.033 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.s.k.l.KafkaMessageListenerContainer$ListenerConsumer - Consumer stopped
18:36:50.036 [Thread-25] INFO  o.s.j.e.a.AnnotationMBeanExporter - Unregistering JMX-exposed beans on shutdown
18:36:50.036 [Thread-25] INFO  o.s.j.e.a.AnnotationMBeanExporter - Unregistering JMX-exposed beans
18:36:50.044 [Thread-25] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
19:07:04.115 [main] INFO  f.FindhomeApplication - Starting FindhomeApplication on lvzhengdeMacBook-Pro.local with PID 9183 (/Users/a645661167/git/findhome/target/classes started by a645661167 in /Users/a645661167/git/findhome)
19:07:04.120 [main] INFO  f.FindhomeApplication - No active profile set, falling back to default profiles: default
19:07:04.282 [background-preinit] INFO  o.h.v.i.u.Version - HV000001: Hibernate Validator 5.3.5.Final
19:07:04.401 [main] INFO  o.s.b.c.e.AnnotationConfigEmbeddedWebApplicationContext - Refreshing org.springframework.boot.context.embedded.AnnotationConfigEmbeddedWebApplicationContext@29647f75: startup date [Thu Jun 13 19:07:04 CST 2019]; root of context hierarchy
